question,course,document
Can anyone access an S3 bucket if I set it as public?,mlops-zoomcamp,c5c2c82a
Where can I find more information about boto3 access keys?,mlops-zoomcamp,c5c2c82a
Why does uploading to S3 fail with InvalidAccessKeyId during PutObject?,mlops-zoomcamp,82b6c143
How can I resolve the InvalidAccessKeyId error in AWS S3 upload?,mlops-zoomcamp,82b6c143
Why is my AWS S3 upload unsuccessful despite working in aws cli?,mlops-zoomcamp,82b6c143
What should I do if AWS S3 upload fails with InvalidAccessKeyId?,mlops-zoomcamp,82b6c143
How can setting AWS_PROFILE environment variable help with S3 upload errors?,mlops-zoomcamp,82b6c143
What is the cause of the problem when dockerizing lightgbm in Module 4?,mlops-zoomcamp,77d9a742
How can the issue with lib_lightgbm.so be resolved in Docker?,mlops-zoomcamp,77d9a742
What error indicates that there's an image not found for lightgbm in deployment?,mlops-zoomcamp,77d9a742
Who provided the solution to the Docker issue in Module 4?,mlops-zoomcamp,77d9a742
Which OS command needs to be added to Docker to fix the lightgbm problem?,mlops-zoomcamp,77d9a742
What error might occur when executing mlflow’s pyfunc.load_model in a lambda function?,mlops-zoomcamp,1667e95d
What is a potential solution when encountering AttributeError with mlflow in lambda?,mlops-zoomcamp,1667e95d
Who added the solution for the mlflow error in lambda functions?,mlops-zoomcamp,1667e95d
Which logging level should be set to see the full traceback of the error with mlflow?,mlops-zoomcamp,1667e95d
What attribute error does mlflow raise in the lambda function?,mlops-zoomcamp,1667e95d
Is the notebook in the repo the final version shown in the video?,mlops-zoomcamp,624a3525
Should I watch the video if I'm using the notebook from the repo?,mlops-zoomcamp,624a3525
Will everything work fine if I just watch the video and be patient?,mlops-zoomcamp,624a3525
Does the video eventually use mlflow pipelines?,mlops-zoomcamp,624a3525
Who added the note about the notebook being the end state of the video?,mlops-zoomcamp,624a3525
What was the problem with passing AWS credentials to your Docker image?,mlops-zoomcamp,1db86601
How can you set the AWS environment variables in the Docker run command?,mlops-zoomcamp,1db86601
What should be done if AWS credentials were not found?,mlops-zoomcamp,1db86601
Where does the AWS SDK check for credentials?,mlops-zoomcamp,1db86601
How can you map AWS configuration files into your Docker container using volumes?,mlops-zoomcamp,1db86601
What is the base image used to see the model in the docker container's app directory?,mlops-zoomcamp,047baefe
How do I list the contents of the app directory in the Docker container?,mlops-zoomcamp,047baefe
What command should I use to build the Docker image?,mlops-zoomcamp,047baefe
How do I ensure a command runs when the Docker container starts?,mlops-zoomcamp,047baefe
Why is CMD needed in the Dockerfile instead of RUN to execute a script at runtime?,mlops-zoomcamp,047baefe
How can I resolve the platform mismatch warning when building a Docker image?,mlops-zoomcamp,4f240372
What tag should I use to set the platform to linux/arm64?,mlops-zoomcamp,4f240372
Why am I seeing a platform mismatch warning for linux/amd64 and linux/arm64/v8?,mlops-zoomcamp,4f240372
What command do I use to ensure my Docker image builds for linux/arm64?,mlops-zoomcamp,4f240372
How do I specify the platform when building a Docker image?,mlops-zoomcamp,4f240372
What should I do if I encounter a HTTP Error 403: Forbidden when calling apply_model() in score.ipynb?,mlops-zoomcamp,7aef625b
How can I resolve an HTTPError 403 when running code in Module 4: Deployment?,mlops-zoomcamp,7aef625b
What is the correct input_file URL for loading trip data in score.ipynb?,mlops-zoomcamp,7aef625b
What modification is needed to the input_file URL to avoid a 403 error in Module 4?,mlops-zoomcamp,7aef625b
How do I fix the 403 Forbidden error when applying the model in score.ipynb?,mlops-zoomcamp,7aef625b
What should I do if I get a ModuleNotFoundError related to 'pipenv.patched.pip._vendor.urllib3.response'?,mlops-zoomcamp,a3aa3a7d
How can I resolve a ModuleNotFoundError involving 'pipenv.patched.pip._vendor.urllib3.response'?,mlops-zoomcamp,a3aa3a7d
Which command helps fix the 'ModuleNotFoundError: No module named pipenv.patched.pip._vendor.urllib3.response' error?,mlops-zoomcamp,a3aa3a7d
I'm getting an error in 'urllib3.connectionpool.py'; how can I resolve it?,mlops-zoomcamp,a3aa3a7d
How do I fix errors related to 'pipenv.patched.pip._vendor.urllib3.connectionpool.py'?,mlops-zoomcamp,a3aa3a7d
What should I do if I'm prompted for a username and password when accessing Grafana in Module 5?,mlops-zoomcamp,d2719204
What are the default credentials for logging into Grafana?,mlops-zoomcamp,d2719204
Where can I find the instructions for setting up Grafana in Module 5?,mlops-zoomcamp,d2719204
What is the default password for Grafana upon initial login?,mlops-zoomcamp,d2719204
How do I change my password after logging into Grafana for the first time?,mlops-zoomcamp,d2719204
What should I do if there is an error in starting monitoring services in Linux as shown in video 5.2?,mlops-zoomcamp,30b8e8e6
What message might I get if the docker compose up --build command fails to start services in Linux?,mlops-zoomcamp,30b8e8e6
How is the docker-compose up --build command different from docker compose up --build in Linux?,mlops-zoomcamp,30b8e8e6
"Why do services fail to start in Linux when using docker compose up --build, as mentioned in Module 5?",mlops-zoomcamp,30b8e8e6
Who added the solution for the error encountered when starting monitoring services in Linux in Module 5?,mlops-zoomcamp,30b8e8e6
What should I do if I encounter a KeyError ‘content-length’ when running prepare.py?,mlops-zoomcamp,f33fc6e9
What is the solution suggested by Emeli Dral for fixing the KeyError ‘content-length’?,mlops-zoomcamp,f33fc6e9
Why might I be getting a KeyError ‘content-length’ when using prepare.py to download taxi data?,mlops-zoomcamp,f33fc6e9
How can I modify the URL in prepare.py to fix the KeyError ‘content-length’ issue?,mlops-zoomcamp,f33fc6e9
What is the issue with the link in prepare.py for downloading taxi data?,mlops-zoomcamp,f33fc6e9
What should I do if the real-time prediction service returns 'Max retries exceeded with url: /api'?,mlops-zoomcamp,d828de2a
What might cause the evidently service to exit with code 2?,mlops-zoomcamp,d828de2a
How can I resolve the issue with evidently service exiting due to a problem with pyarrow?,mlops-zoomcamp,d828de2a
What command should I run that might lead to encountering an issue with the evidently service?,mlops-zoomcamp,d828de2a
Who added the solution for the evidently service exit with code 2?,mlops-zoomcamp,d828de2a
What should I do if I get a ValueError indicating an Incorrect item instead of a metric or metric preset was passed to Report in Module 5?,mlops-zoomcamp,03f20ec1
I am seeing a ValueError about an incorrect item in Module 5: Monitoring while using evidently. How can I fix this?,mlops-zoomcamp,03f20ec1
Can you explain the resolution for a ValueError stating an incorrect item was passed to Report in the context of evidently in Module 5?,mlops-zoomcamp,03f20ec1
How do I resolve a ValueError related to an incorrect item instead of a metric when using Report in Module 5?,mlops-zoomcamp,03f20ec1
What is the solution for the ValueError regarding an incorrect item instead of a metric in Module 5 while using evidently?,mlops-zoomcamp,03f20ec1
What will happen if I don’t add a target='duration_min' in RegressionQualityMetric() in Module 5?,mlops-zoomcamp,249726fe
How can I avoid errors when using RegressionQualityMetric()?,mlops-zoomcamp,249726fe
What specific parameter must be added to current_data for RegressionQualityMetric() to work?,mlops-zoomcamp,249726fe
Who should I attribute the given advice about RegressionQualityMetric() to?,mlops-zoomcamp,249726fe
"In Module 5, what target is required for RegressionQualityMetric()?",mlops-zoomcamp,249726fe
"Why does a ValueError say 'Found array with 0 sample(s) (shape=(0, 6))'?",mlops-zoomcamp,4e492af0
What causes the 'training dataset would be empty' error in Module 5?,mlops-zoomcamp,4e492af0
How should I adjust the date to avoid 'Found array with 0 sample(s)'?,mlops-zoomcamp,4e492af0
What is the solution for the empty array issue in LinearRegression?,mlops-zoomcamp,4e492af0
Who provided the solution for the empty array error in the course material?,mlops-zoomcamp,4e492af0
What should I do if I get 'target columns' and 'prediction columns' errors after adding a metric in Module 5?,mlops-zoomcamp,10011dc1
Is there a documentation I need to read before adding a metric in Module 5?,mlops-zoomcamp,10011dc1
Which metric did Sam Lim add that does not require any parameters?,mlops-zoomcamp,10011dc1
What type of issues can arise when adding an additional metric according to Module 5?,mlops-zoomcamp,10011dc1
How does DatasetCorrelationsMetric evaluate the features?,mlops-zoomcamp,10011dc1
Why does the standard login in Grafana throw an error?,mlops-zoomcamp,92fb909a
How can I resolve an error when using the standard admin/admin login in Grafana?,mlops-zoomcamp,92fb909a
What command should I run to reset the admin password in Grafana?,mlops-zoomcamp,92fb909a
Who provided the solution for fixing the Grafana login issue?,mlops-zoomcamp,92fb909a
In which container do I run the password reset command for Grafana?,mlops-zoomcamp,92fb909a
How can I fix the issue where my Grafana chart isn't updating even though my metric generation script is running?,mlops-zoomcamp,2b8cb640
What refresh interval should I set in Grafana to ensure my charts update frequently?,mlops-zoomcamp,2b8cb640
Why might my Grafana chart not update if I'm using the Europe/London timezone?,mlops-zoomcamp,2b8cb640
What two adjustments should I make if my Grafana chart is not getting updates?,mlops-zoomcamp,2b8cb640
How can changing my timezone to my local one affect Grafana chart updates?,mlops-zoomcamp,2b8cb640
What should I do if the Prefect server is not running locally after starting it with the `prefect server start` command?,mlops-zoomcamp,d4ceab0b
What action did Erick Calderin take when the Prefect server stopped immediately after running `prefect server start`?,mlops-zoomcamp,d4ceab0b
What alternative solution did Erick Calderin use when the Prefect server was not running locally?,mlops-zoomcamp,d4ceab0b
Did Erick Calderin report the issue of the Prefect server not running locally?,mlops-zoomcamp,d4ceab0b
Which command did Erick Calderin use to start the Prefect server?,mlops-zoomcamp,d4ceab0b
How do I solve a no disk space left error during docker compose up?,mlops-zoomcamp,482e575f
What command helps remove unused Docker components?,mlops-zoomcamp,482e575f
Who provided the solution for the no disk space left error?,mlops-zoomcamp,482e575f
Which command shows what is taking up space in Docker?,mlops-zoomcamp,482e575f
Which CLI tool is used to resolve the no disk space left error in Docker?,mlops-zoomcamp,482e575f
What should I do if I encounter the error 'Failed to listen on :::8080 (reason: php_network_getaddresses: getaddrinfo failed: Address family for hostname not supported)' during docker-compose up --build in Module 5?,mlops-zoomcamp,33e775eb
How do I resolve a networking error involving port 8080 in the adminer block during the Monitoring module of the course?,mlops-zoomcamp,33e775eb
"In Module 5, what command should be added to the adminer block to fix the 'php_network_getaddresses: getaddrinfo failed' error?",mlops-zoomcamp,33e775eb
What steps are needed to correct an address family error for hostname when running docker-compose up --build in Module 5: Monitoring?,mlops-zoomcamp,33e775eb
Can you specify the changes required in the yml file to fix the address family error for hostname in the adminer section of module 5?,mlops-zoomcamp,33e775eb
Can we generate Evidently-like charts inside Grafana?,mlops-zoomcamp,19a3d34a
What panels should we use in Grafana to recreate Evidently charts?,mlops-zoomcamp,19a3d34a
Is there a native way to quickly create Evidently dashboards in Grafana?,mlops-zoomcamp,19a3d34a
How do you get Evidently visualizations externally in JSON format?,mlops-zoomcamp,19a3d34a
Why might the Evidently plot with under- and over-performance segments be more useful during debugging?,mlops-zoomcamp,19a3d34a
